time,sound,probability
8.26,Music,0.7084606885910034
8.27,Music,0.7084606885910034
8.28,Music,0.7084606885910034
8.29,Music,0.7084606885910034
8.3,Music,0.7084606885910034
8.31,Music,0.7084606885910034
8.32,Music,0.7272060513496399
8.33,Music,0.7272060513496399
8.34,Music,0.7272060513496399
8.35,Music,0.7272060513496399
8.36,Music,0.7272060513496399
8.37,Music,0.7272060513496399
8.38,Music,0.7272060513496399
8.39,Music,0.7272060513496399
8.4,Music,0.7272060513496399
8.41,Music,0.7272060513496399
8.42,Music,0.7272060513496399
8.43,Music,0.7272060513496399
8.44,Music,0.7272060513496399
8.45,Music,0.7272060513496399
8.46,Music,0.7272060513496399
8.47,Music,0.7272060513496399
8.48,Music,0.7272060513496399
8.49,Music,0.7272060513496399
8.5,Music,0.7272060513496399
8.51,Music,0.7272060513496399
8.52,Music,0.7272060513496399
8.53,Music,0.7272060513496399
8.54,Music,0.7272060513496399
8.55,Music,0.7272060513496399
8.56,Music,0.7272060513496399
8.57,Music,0.7272060513496399
8.58,Music,0.7272060513496399
8.59,Music,0.7272060513496399
8.6,Music,0.7272060513496399
8.61,Music,0.7272060513496399
8.62,Music,0.7272060513496399
8.63,Music,0.7272060513496399
8.64,Music,0.7171391844749451
8.65,Music,0.7171391844749451
8.66,Music,0.7171391844749451
8.67,Music,0.7171391844749451
8.68,Music,0.7171391844749451
8.69,Music,0.7171391844749451
8.7,Music,0.7171391844749451
8.71,Music,0.7171391844749451
8.72,Music,0.7171391844749451
8.73,Music,0.7171391844749451
8.74,Music,0.7171391844749451
8.75,Music,0.7171391844749451
8.76,Music,0.7171391844749451
8.77,Music,0.7171391844749451
8.78,Music,0.7171391844749451
8.79,Music,0.7171391844749451
8.8,Music,0.7171391844749451
8.81,Music,0.7171391844749451
8.82,Music,0.7171391844749451
8.83,Music,0.7171391844749451
8.84,Music,0.7171391844749451
8.85,Music,0.7171391844749451
8.86,Music,0.7171391844749451
8.87,Music,0.7171391844749451
8.88,Music,0.7171391844749451
8.89,Music,0.7171391844749451
8.9,Music,0.7171391844749451
8.91,Music,0.7171391844749451
8.92,Music,0.7171391844749451
8.93,Music,0.7171391844749451
8.94,Music,0.7171391844749451
8.95,Music,0.7171391844749451
8.96,Music,0.6929538249969482
8.97,Music,0.6929538249969482
8.98,Music,0.6929538249969482
8.99,Music,0.6929538249969482
9.0,Music,0.6929538249969482
